BankAccountValue|StatusID
0152163372|1
0504972957|1
0358973911|1
0129249054|1
0810278093|1
0449613405|1
0684729140|1
0464201165|1
0943376982|1
0132339300|1
0362276296|1
0486807063|1
0768170713|1
0183181339|1
0182646121|1
0162752501|1
0070111414|1
0716942301|1
0254577724|1
0544165433|1
0512435801|1
0794329027|1
0128649173|1
0449008191|1
0458710135|1
0859060971|1
0287253303|1
0926168955|1
0195411834|1
0267169855|1
0575543589|1
0237388995|1
0031459056|1
0407174897|1
0709685439|1
0098315758|1
0296948923|1
0870686008|1
0931645874|1
0514628842|1
0296973458|1
0768400114|1
0007016854|1
0820104514|1
0124209397|1
0345601175|1
0784333029|1
0548640325|1
0914368303|1
0418155862|1
0879151233|1
0442359937|1
0875136043|1
0685917747|1
0794550785|1
0357834345|1
0376323783|1
0909965721|1
0670538920|1
0951217122|1
0162360101|1
0758560186|1
0268789331|1
0676207126|1
0556795712|1
0124887300|1
0455348006|1
0360995815|1
0473495901|1
0084330362|1
0865803578|1
0199425407|1
0785296428|1
0739948882|1
0247191974|1
0744035687|1
0787312173|1
0308544660|1
0324798793|1
0113108959|1
0074727941|1
0738612979|1
0011800651|1
0777255972|1
0388018623|1
0133183652|1
0362252953|1
0345541310|1
0612624113|1
0351851093|1
0721991975|1
0386983203|1
0200147087|1
0980428752|1
0352268741|1
0538413273|1
0499610783|1
0330809728|1
0263308801|1
0999322098|1
0890253170|1
0423337213|1
0075144424|1
0830037941|1
0552352284|1
0679725826|1
0657063509|1
0135187160|1
0438725772|1
0050515097|1
0570522173|1
0067779122|1
0585166927|1
0557429960|1
0876489180|1
0423747122|1
0746759534|1
0491533359|1
0288188503|1
0423612060|1
0762634347|1
0109806695|1
0748371703|1
0121644807|1
0362338388|1
0478820375|1
0999278320|1
0804867676|1
0387680140|1
0708778702|1
0244424904|1
0456502444|1
0045235859|1
0325476696|1
0222855790|1
0651390729|1
0663468555|1
0181762711|1
0224903687|1
0708292797|1
0476120143|1
0227065792|1
0906815539|1
0562109015|1
0781328920|1
0654212852|1
0801816276|1
0642717127|1
0103939571|1
0928521619|1
0791653739|1
0008077423|1
0042621225|1
0839696742|1
0236687750|1
0780446474|1
0674965511|1
0953499617|1
0467699552|1
0073531909|1
0680447506|1
0852195834|1
0747507020|1
0729947071|1
0806090194|1
0114019729|1
0022543263|1
0259690231|1
0334574170|1
0225098451|1
0760278568|1
0564996823|1
0266629672|1
0579895706|1
0947491917|1
0535568555|1
0202991157|1
0186262687|1
0340315887|1
0708125536|1
0677004099|1
0356561193|1
0700928105|1
0459158522|1
0917124963|1
0236347480|1
0413881219|1
0205539117|1
0088788945|1
0442409316|1
0976425218|1
0709968938|1
0714063159|1
0151371778|1
0027845291|1
0623924310|1
0479558772|1
0176868467|1
0756018822|1
0667309191|1
0631669588|1
0542126044|1
0308142957|1
0878841120|1
0168243050|1
0226656915|1
0741447752|1
0462725519|1
0892204825|1
0701119196|1
0577455317|1
0488702824|1
0613183729|1
0759574016|1
0396527810|1
0323886313|1
0151267728|1
0288348498|1
0812822108|1
0569742713|1
0700138511|1
0817004146|1
0170901285|1
0892164854|1
0248673234|1
0050309630|1
0850933664|1
0115257893|1
0552050415|1
0323567607|1
0056009782|1
0026122689|1
0430243866|1
0673006697|1
0076455948|1
0134878054|1
0048418236|1
0822086985|1
0290915471|1
0690468047|1
0494899729|1
0951155700|1
0313334293|1
0387669750|1
0864954000|1
0487722394|1
0096785208|1
0954489144|1
0754843968|1
0703958979|1
0472656581|1
0191210273|1
0364046360|1
0186276108|1
0967170681|1
0814665443|1
0371224759|1
0415978103|1
0630167886|1
0117933420|1
0375723252|1
0626189858|1
0910675105|1
0568637218|1
0645109413|1
0551332627|1
0058458957|1
0940177033|1
0683118068|1
0261649755|1
0275468076|1
0329180744|1
0997433028|1
0122354060|1
0074842984|1
0748982811|1
0503669853|1
0783231536|1
0027210854|1
0760950841|1
0953524422|1
0896444521|1
0360413926|1
0848091436|1
0850911027|1
0864799509|1
0662076330|1
0243967757|1
0705836016|1
0261790505|1
0763653296|1
0632440133|1
0191919099|1
0172982050|1
0314744795|1
0868709871|1
0040480595|1
0744697075|1
0742560337|1
0313621373|1
0429263436|1
0156608176|1
0271371075|1
0493194212|1
0428490902|1
0143475836|1
0193777246|1
0241692299|1
0111433123|1
0218187869|1
0310995589|1
0587993224|1
0388767249|1
0869217045|1
0164408999|1
0479278731|1
0265775932|1
0062583668|1
0717726192|1
0780309905|1
0889256297|1
0814491200|1
0234341016|1
0421327562|1
0497996459|1
0643027944|1
0137261645|1
0824450977|1
0807609265|1
0206133114|1
0708502215|1
0758972778|1
0040671198|1
0713589481|1
0331687404|1
0796916246|1
0625073446|1
0867219714|1
0419600534|1
0707435190|1
0671022262|1
0420384030|1
0132534634|1
0487648146|1
0950794917|1
0175660072|1
0243672883|1
0322702054|1
0008573051|1
0835466065|1
0602933939|1
0977896928|1
0026970883|1
0962250433|1
0424365076|1
0614772236|1
0922267160|1
0850043513|1
0995197753|1
0785462958|1
0006214191|1
0369326270|1
0434083034|1
0905300009|1
0509685654|1
0552022811|1
0547322025|1
0675177768|1
0537529641|1
0367492754|1
0854205285|1
0398556219|1
0642983134|1
0010291001|1
0109287642|1
0468872267|1
0681956566|1
0746692870|1
0470532646|1
0322336387|1
0399355060|1
0814559591|1
0815877925|1
0972143201|1
0603199176|1
0730605288|1
0732001894|1
0078420765|1
0289224405|1
0716915169|1
0874649086|1
0775029933|1
0872021961|1
0634137576|1
0701220998|1
0301695992|1
0986300996|1
0227234625|1
0977962493|1
0398772105|1
0628338047|1
0568495116|1
0785172414|1
0641080298|1
0981260780|1
0204377719|1
0334913793|1
0016679882|1
0852962791|1
0955492809|1
0932815670|1
0175574289|1
0379510867|1
0672861366|1
0386107898|1
0191654600|1
0553448345|1
0461939834|1
0302100833|1
0779080367|1
0820020918|1
0468901260|1
0385953363|1
0820614472|1
0492843668|1
0079175352|1
0526534258|1
0008845558|1
0309070004|1
0807591650|1
0482571271|1
0454721940|1
0768730378|1
0071760540|1
0693998340|1
0830859945|1
0029387177|1
0174797627|1
0990882422|1
0398821456|1
0395691495|1
0715322012|1
0225457974|1
0333731596|1
0784099499|1
0699074797|1
0395519066|1
0199160594|1
0248029678|1
0509566397|1
0748247648|1
0524361162|1
0925133793|1
0198882125|1
0578751188|1
0159436787|1
0182541752|1
0964557942|1
0148236630|1
0902085428|1
0677843462|1
0326068235|1
0707609878|1
0045371141|1
0472921537|1
0478093730|1
0406843911|1
0307750327|1
0978863026|1
0555247953|1
0162267423|1
0378650717|1
0471057412|1
0903279378|1
0383388872|1
0104698905|1
0243443285|1
0052221767|1
0036514973|1
0793768871|1
0683656286|1
0327373663|1
0760815881|1
0799503607|1
0059344002|1
0958210110|1
0529588148|1
0569848253|1
0493009352|1
0534561553|1
0648318192|1
0064829235|1
0026560997|1
0088796994|1
0720977995|1
0069623259|1
0007712133|1
0180086833|1
0860810059|1
0306005769|1
0292230885|1
0087768739|1
0220297568|1
0692781725|1
0347298974|1
0369596930|1
0053303749|1
0021854415|1
0815493254|1
0474052283|1
0915993502|1
0130319985|1
0928042969|1
0354467759|1
0218429141|1
0350469798|1
0565252354|1
0908106272|1
0986027140|1
0514711428|1
0948505582|1
0836995659|1
0814740975|1
0444301473|1
0906929762|1
0097438187|1
0352089720|1
0382260418|1
0182301382|1
0313765612|1
0096986771|1
0063356452|1
0191411708|1
0730509204|1
0501537985|1
0595887547|1
0107076095|1
0068034156|1
0452204633|1
0689747072|1
0904906361|1
0507733733|1
0754355000|1
0018957069|1
0618568052|1
0517998207|1
0136786267|1
0672093238|1
0870367854|1
0370508196|1
0504370906|1
0099605862|1
0194059694|1
0346098631|1
0357500188|1
0455235227|1
0273027765|1
0775996096|1
0785851964|1
0249860786|1
0017507209|1
0671043331|1
0839553033|1
0501727641|1
0377065511|1
0852637049|1
0938908277|1
0197533764|1
0852929774|1
0622541594|1
0243393703|1
0497218198|1
0455901639|1
0296280067|1
0609805067|1
0440771848|1
0082640659|1
0795783905|1
0825733422|1
0388931554|1
0960651920|1
0679996483|1
0511892565|1
0811793186|1
0809394707|1
0997380910|1
0869296759|1
0845313078|1
0373009016|1
0046302758|1
0322859782|1
0331079999|1
0282182193|1
0202343846|1
0672239863|1
0233863029|1
0668180701|1
0252627358|1
0641891559|1
0765931003|1
0579089931|1
0939252504|1
0819163465|1
0247826259|1
0127114493|1
0007152707|1
0643704223|1
0897779627|1
0736293564|1
0916728340|1
0372594568|1
0477243860|1
0950262674|1
0396920409|1
0289208867|1
0337510727|1
0159150766|1
0027759846|1
0692332935|1
0379684602|1
0983340290|1
0093595198|1
0824524748|1
0806627016|1
0299681811|1
0912313704|1
0215036005|1
0253557792|1
0624040205|1
0375942038|1
0772591148|1
0830013301|1
0153892346|1
0059802419|1
0809841624|1
0021399416|1
0860833018|1
0264066305|1
0684678693|1
0802241999|1
0353676686|1
0971517133|1
0109019514|1
0456280677|1
0673708190|1
0845615923|1
0380817326|1
0885261784|1
0913134980|1
0334729135|1
0074712263|1
0640420855|1
0560294423|1
0262206957|1
0782590713|1
0485494732|1
0114727756|1
0012536448|1
0948144449|1
0214800790|1
0792116703|1
0390146431|1
0273739422|1
0360351525|1
0144137192|1
0542581267|1
0323351514|1
0890460255|1
0587078786|1
0267809451|1
0476677709|1
0895084462|1
0343081153|1
0890090937|1
0026007915|1
0011823157|1
0984575685|1
0368244071|1
0132918825|1
0454065889|1
0531496377|1
0329774221|1
0340422813|1
0289311069|1
0301229775|1
0132170293|1
0269718878|1
0891685390|1
0277211706|1
0324346892|1
0906671660|1
0848296569|1
0315921857|1
0469877903|1
0010125295|1
0963530256|1
0697777710|1
0748667989|1
0312143485|1
0131126923|1
0522264409|1
0490357071|1
0298182998|1
0645325529|1
0858051427|1
0179627802|1
0297339701|1
0670203487|1
0236199041|1
0770767555|1
0500919047|1
0746483686|1
0879617624|1
0494078560|1
0683304413|1
0462342482|1
0049723617|1
0984428354|1
0059121750|1
0011966899|1
0272862389|1
0431666124|1
0613248548|1
0262731894|1
0361137791|1
0628381140|1
0579162605|1
0873203251|1
0879965641|1
0062477659|1
0314045448|1
0235907696|1
0056100586|1
0001791902|1
0931801481|1
0041139306|1
0031591223|1
0695097284|1
0431259642|1
0121601973|1
0834830593|1
0599515391|1
0655486348|1
0506444151|1
0823427845|1
0160187974|1
0968678946|1
0821843297|1
0786573490|1
0547782814|1
0913806638|1
0713349356|1
0689546239|1
0300176585|1
0858264535|1
0090598284|1
0877108523|1
0035451103|1
0284187738|1
0229670286|1
0600465197|1
0424136450|1
0790237847|1
0173721381|1
0456722107|1
0265011351|1
0690383100|1
0877825721|1
0562277079|1
0642165107|1
0430751259|1
0354626333|1
0553168712|1
0937519778|1
0177136306|1
0673346998|1
0776179777|1
0106804397|1
0439304049|1
0200949816|1
0659702194|1
0757319308|1
0086629761|1
0332182826|1
0148671022|1
0600696092|1
0546361457|1
0755924001|1
0143527368|1
0841203196|1
0164030783|1
0996140120|1
0410909546|1
0201589355|1
0521136776|1
0410694142|1
0809277545|1
0481764966|1
0049722044|1
0558416494|1
0469804875|1
0090853224|1
0259566218|1
0144408383|1
0117031555|1
0559180304|1
0160180644|1
0752026462|1
0123040279|1
0184917536|1
0314418508|1
0770304126|1
0596147055|1
0083237921|1
0569968093|1
0843145890|1
0337506689|1
0458055020|1
0025050359|1
0856026016|1
0718649894|1
0934459099|1
0734298353|1
0721073884|1
0478134324|1
0434611139|1
0943716788|1
0351579356|1
0416383001|1
0766442164|1
0864069453|1
0294414810|1
0057082352|1
0880887556|1
0731144941|1
0568848970|1
0497753090|1
0942221378|1
0215151271|1
0589490718|1
0440515447|1
0794334996|1
0632883721|1
0958609832|1
0526784688|1
0393726657|1
0399993064|1
0327671624|1
0631621263|1
0677990886|1
0073187453|1
0351222525|1
0456714607|1
0193696029|1
0839766600|1
0535345776|1
0356554871|1
0538492334|1
0666274060|1
0682420416|1
0615463517|1
0808601289|1
0335643460|1
0356598115|1
0320848084|1
0020003697|1
0713221774|1
0715259499|1
0352092981|1
0001119122|1
0345392800|1
0395285311|1
0242903748|1
0435559641|1
0415510568|1
0924314898|1
0301575378|1
0775688522|1
0194289195|1
0084407666|1
0034618075|1
0616045163|1
0719958094|1
0738392116|1
0693254711|1
0512846927|1
0837700203|1
0863386324|1
0041120956|1
0195799164|1
0212294098|1
0959260756|1
0275947317|1
0532730856|1
0974027202|1
0631914159|1
0458691536|1
0276285606|1
0637761747|1
0506780990|1
0680504884|1
0684733566|1
0975578644|1
0630502140|1
0332598085|1
0677902143|1
0108318777|1
0021154965|1
0778185461|1
0915451702|1
0233770398|1
0580866350|1
0344203139|1
0581866393|1
0647802341|1
0999418355|1
0088643195|1
0597251345|1
0663343404|1
0808001158|1
0182303495|1
0849835450|1
0674138543|1
0156293816|1
0788825025|1
0386132045|1
0119337993|1
0710172893|1
0461532440|1
0783596410|1
0465623362|1
0025289771|1
0137926774|1
0687508205|1
0403902783|1
0349884509|1
0640466520|1
0089455953|1
0405794030|1
0015352568|1
0404528149|1
0816545238|1
0085200862|1
0125669254|1
0962028766|1
0631427748|1
0615057616|1
0694080925|1
0884928516|1
0974608847|1
0543270964|1
0861440191|1
0612942202|1
0829760590|1
0324477495|1
0830669434|1
0010595023|1
0819284827|1
0841677116|1
0946466040|1
0558564149|1
0398145885|1
0559622526|1
0994589052|1
0449828339|1
0208480627|1
0442939576|1
0656694934|1
0177963610|1
0297917831|1
0358951835|1
0999187242|1
0191457314|1
0647990836|1
0403473008|1
0365758257|1
0764634587|1
0548469288|1
0194265050|1
0157397276|1
0771074429|1
0425257069|1
0825244378|1
0486923593|1
0240325446|1
0604183171|1
0412347569|1
0308166184|1
0363030710|1
0573233350|1
0339289486|1
0821181693|1
0247778838|1
0459327990|1
0456788419|1
0006382264|1
0256922711|1
0090611810|1
0675840915|1
0753548139|1
0188488172|1
0958362683|1
0516117315|1
0587010684|1
0615657012|1
0544083722|1
0669982877|1
0964951367|1
0426287582|1
0958719238|1
0066034846|1
0462125735|1
0625019777|1
0684279839|1
0175391610|1
0133307079|1
0572901508|1
0072698932|1
0754263606|1
0845645169|1
0796133059|1
0134773391|1
0293664223|1
0604730260|1
0958628346|1
0537770142|1
0751408404|1
0732129324|1
0191202416|1
0397090743|1
0108835545|1
0674022777|1
0872628373|1
0440716912|1
0968909105|1
0812711747|1
0909139755|1
0238233693|1
0871266581|1
0696241724|1
0934200295|1
0447396203|1
0881878602|1
0404311472|1
0507198503|1
0877163751|1
0196161916|1
0563499000|1
0283936379|1
0323481340|1
0433480757|1
0184223779|1
0336348205|1
0830195747|1
0957415081|1
0053714780|1
0664698459|1
0911387055|1
0628382339|1
0077886870|1
0792675318|1
0937853553|1
0773748950|1
0029196839|1
0849883692|1
0392012070|1
0589497362|1
0184302864|1
0715370734|1
0362679864|1
0224167324|1
0334667814|1
0201432351|1
0058021881|1
0911444874|1
0348736856|1
0252894790|1
0889352752|1
0097531757|1
0081464594|1
0341608226|1
0187909404|1
0448192944|1
0867721077|1
0963609986|1
0924611767|1
0337674571|1
0042432626|1
0483301832|1
0915194325|1
0148013287|1
0997752701|1
0609851355|1
0793379711|1
0903566406|1
0996346743|1
0673647253|1
0852681763|1
0554427781|1
0115186433|1
0287666389|1
0011859051|1
0848128266|1
0921256516|1
0099314015|1
0098812943|1
0982791429|1
0278326323|1
0918750874|1
0608678224|1
0800819990|1
0775345708|1
0813855297|1
0546917744|1
0736278644|1
0604765914|1
0489660608|1
0906027873|1
0065586853|1
0925271926|1
0054337498|1
0547064736|1
0701001033|1
0800176409|1
0214666577|1
0226414624|1
0724816459|1
0408052640|1
0154455475|1
0915098132|1
0675089603|1
0400213027|1
0334924971|1
0982345325|1
0793798206|1
0329749174|1
0339781138|1
0526936429|1
0768407061|1
0864797043|1
0941820338|1
0059348248|1
0123681753|1
0874623608|1
0114374334|1
0372667579|1
0183897403|1
0062933610|1
0057101066|1
0298800492|1
0506686135|1
0767619380|1
0787094909|1
0629155855|1
0060848934|1
0740601653|1
0310858018|1
0047951857|1
0706589938|1
0872899392|1
0373996484|1
0574738788|1
0123870847|1
0003652742|1
0933588622|1
0400606962|1
0440420737|1
0831509973|1
0753119539|1
0406529470|1
0264984776|1
0962724179|1
0137620812|1
0200789810|1
0983451588|1
0994989251|1
0423382983|1
0826377426|1
0685802075|1
0841998998|1
0042517220|1
0661882848|1
0350951573|1
0855654984|1
0408411997|1
0907470223|1
0613118119|1
0705769116|1
0921496391|1
0053196552|1
0018891156|1
0291829280|1
0820346492|1
0895507670|1
0490800559|1
0367081550|1
0935477401|1
0120029010|1
0941034986|1
0713767372|1
0932246843|1
0352387431|1
0309814072|1
0650571597|1
0033815715|1
0543961956|1
0629998568|1
0586305099|1
0645704268|1
0065859683|1
0317218670|1
0484480593|1
0362149783|1
0864590941|1
0830382171|1
0712113636|1
0223787214|1
0268215864|1
0595240746|1
0026118399|1
0787488844|1
0734651621|1
0910013582|1
0699922987|1
0387638313|1
0973155496|1
0142377687|1
0242113142|1
0709989251|1
0616370038|1
0059511850|1
0303353972|1
0885342440|1
0972034703|1
0909752155|1
0690129790|1
0352068776|1
0700379977|1
0821839269|1
0864450041|1
0277471654|1
0026813019|1
0060064848|1
0855636707|1
0735977882|1
0534410564|1
0929679498|1
0955755551|1
0065125499|1
0778686924|1
0143294335|1
0667261536|1
0524788265|1
0914916587|1
0926278528|1
0197595222|1
0442373849|1
0609891085|1
0262933283|1
0060660219|1
0401584269|1
0387885426|1
0876315848|1
0029334229|1
0006347832|1
0013864698|1
0599138153|1
0390115080|1
0954838786|1
0140252381|1
0360044859|1
0523407238|1
0446376596|1
0730790705|1
0748646745|1
0760675825|1
0674586772|1
0054376875|1
0963945105|1
0853227750|1
0043475997|1
0186622136|1
0176987642|1
0931302328|1
0473075703|1
0392250314|1
0778565707|1
0970425854|1
0045756174|1
0712156933|1
0247755940|1
0742177691|1
0437446693|1
0761179049|1
0462865772|1
0889586228|1
0150497171|1
0030730619|1
0849288875|1
0722113184|1
0935272411|1
0539564418|1
0000916765|1
0924873119|1
0418642065|1
0619887097|1
0220884940|1
0793997561|1
0166269841|1
0165602703|1
0523008450|1
0387996974|1
0645945981|1
0409705534|1
0017184222|1
0214962132|1
0210897784|1
0945013521|1
0556258526|1
0614097518|1
0235298992|1
0628712299|1
0344358905|1
0242681853|1
0892496441|1
0617867168|1
0085960545|1
0685197548|1
0267924933|1
0859060517|1
0610178653|1
0643856153|1
0205088001|1
0241831921|1
0917955339|1
0503911580|1
0185705371|1
0252114524|1
0512660262|1
0853188607|1
0171365374|1
0984568147|1
0804156012|1
0880153472|1
0189148483|1
0859758966|1
0096231710|1
0027741158|1
0743994827|1
0247903639|1
0678688444|1
0205483651|1
0474472093|1
0235191356|1
0486814192|1
0306560112|1
0195205512|1
0758234912|1
0032376677|1
0800774897|1
0533926551|1
0535687393|1
0526072628|1
0307209325|1
0555424050|1
0879152297|1
0182908973|1
0404114059|1
0491750195|1
0513272642|1
0029256761|1
0958783260|1
0432353258|1
0703069920|1
0442732144|1
0250730845|1
0824556288|1
0464205434|1
0053533370|1
0032737474|1
0521635457|1
0058219386|1
0941202722|1
0020021293|1
0180372073|1
0404695002|1
0169384060|1
0969896645|1
0755017730|1
0611395227|1
0308706067|1
0427470459|1
0219737847|1
0711885366|1
0319262055|1
0635677982|1
0458495518|1
0496946687|1
0324729421|1
0309996186|1
0676849993|1
0692117652|1
0535990964|1
0230722184|1
0218646878|1
0719905185|1
0773130393|1
0771402173|1
0792459212|1
0236083346|1
0482003825|1
0731000079|1
0704701542|1
0999639203|1
0279139439|1
0475707164|1
0594484672|1
0506051334|1
0126837251|1
0150729048|1
0709768236|1
0213012328|1
0649096330|1
0880354968|1
0204566575|1
0601786302|1
0739045413|1
0720467893|1
0383807865|1
0807054163|1
0792235328|1
0327609600|1
0139476012|1
0743537184|1
0355887482|1
0829517806|1
0522228423|1
0710480537|1
0801374415|1
0460466888|1
0631564610|1
0397981888|1
0177437432|1
0518934383|1
0129391402|1
0577705989|1
0722768918|1
0220098644|1
0432745926|1
0843554891|1
0041193309|1
0952444185|1
0370109435|1
0174000373|1
0600227951|1
0463837664|1
0043021321|1
0655635996|1
0026155608|1
0616860577|1
0980859772|1
0052662499|1
0387594308|1
0985405050|1
0443848019|1
0154394224|1
0591524066|1
0961164359|1
0643751720|1
0449621634|1
0953478742|1
0884004135|1
0704676920|1
0666370363|1
0519164439|1
0311786348|1
0035574895|1
0130161946|1
0750963566|1
0626860587|1
0879017385|1
0518946768|1
0287721967|1
0540252974|1
0765860853|1
0839791144|1
0957500165|1
0965475640|1
0143309233|1
0892049818|1
0786496485|1
0866592427|1
0684324929|1
0184513838|1
0479607117|1
0578902110|1
0010387579|1
0192032383|1
0075086364|1
0974997179|1
0986181923|1
0761604560|1
0576346924|1
0983124292|1
0890076150|1
0157189175|1
0247767264|1
0703739072|1
0654835935|1
0288441602|1
0428262768|1
0912859375|1
0904672431|1
0399295022|1
0737843193|1
0461913004|1
0764940533|1
0847341335|1
0219544197|1
0604056876|1
0196894059|1
0626048427|1
0817855125|1
0751701903|1
0663125149|1
0086886314|1
0199679206|1
0520163081|1
0186763246|1
0940262329|1
0301398768|1
0843542513|1
0055075582|1
0775966387|1
0640678665|1
0117412824|1
0942599844|1
0304597675|1
0650176824|1
0608671678|1
0592023879|1
0253761093|1
0310639705|1
0854867631|1
0463787049|1
0873637110|1
0961919996|1
0285029906|1
0446670646|1
0017694112|1
0813961577|1
0163046245|1
0972488186|1
0471029489|1
0778103119|1
0360133495|1
0943749435|1
0824645022|1
0319999143|1
0803189835|1
0957509969|1
0727604183|1
0516975825|1
0714573606|1
0987042835|1
0584720256|1
0857783793|1
0128706043|1
0758616358|1
0620430368|1
0519313160|1
0460342858|1
0197164510|1
0610872520|1
0012032996|1
0943132967|1
0315408722|1
0962987494|1
0287914853|1
0789488040|1
0124966318|1
0914649300|1
0073492435|1
0169069133|1
0126300751|1
0138352522|1
0871054327|1
0584046093|1
0997863269|1
0280545169|1
0173663390|1
0117954821|1
0984598533|1
0846986989|1
0651161709|1
0864419696|1
0736785268|1
0596066099|1
0867824797|1
0879066794|1
0015853317|1
0833213953|1
0526413549|1
0826240278|1
0498380953|1
0353618719|1
0965881736|1
0361615666|1
0458996492|1
0834970152|1
0044724773|1
0980761942|1
0536730169|1
0530511103|1
0678223516|1
0042860669|1
0654111748|1
0347906691|1
0588272854|1
0848690312|1
0713665929|1
0273737699|1
0130842775|1
0478071188|1
0446766978|1
0401358338|1
0475744325|1
0350177521|1
0959710811|1
0147613301|1
0206347699|1
0719342623|1
0095162696|1
0408848059|1
0773634722|1
0291752366|1
0388235751|1
0247252158|1
0670688181|1
0772682033|1
0172470787|1
0509438661|1
0125049601|1
0162893116|1
0235820396|1
0192901449|1
0581224653|1
0454087429|1
0168763472|1
0608301040|1
0210307948|1
0388878576|1
0007793244|1
0019134485|1
0165400865|1
0742115618|1
0702371177|1
0048342360|1
0379473300|1
0097022614|1
0877874394|1
0615704214|1
0401904855|1
0311383191|1
0628622453|1
0325382150|1
0885599245|1
0127882109|1
0756876382|1
0386471150|1
0654624918|1
0406859589|1
0677218511|1
0815590822|1
0676219524|1
0204227268|1
0148688098|1
0967949659|1
0242250792|1
0253865529|1
0820133685|1
0021656896|1
0181414048|1
0351409771|1
0937305354|1
0817469124|1
